Sentiment,Topic,TweetText,TweetId,TweetDate
negative,united,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,5.70E+17,2/24/2015 10:48
negative,united,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",5.70E+17,2/24/2015 10:47
neutral,united,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",5.70E+17,2/24/2015 10:44
neutral,united,@united and what am I suppose to do with that number?,5.70E+17,2/24/2015 10:39
negative,united,"@united thats weak. See ya 👋
Hey @VirginAmerica !!",5.70E+17,2/24/2015 10:38
negative,united,@united I flew back w other company since United didnt have an earlier flight,5.70E+17,2/24/2015 10:38
neutral,united,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,5.70E+17,2/24/2015 10:37
negative,united,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,5.70E+17,2/24/2015 10:36
negative,united,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,5.70E+17,2/24/2015 10:35
neutral,united,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,5.70E+17,2/24/2015 10:33
negative,united,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",5.70E+17,2/24/2015 10:30
negative,united,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,5.70E+17,2/24/2015 10:30
negative,united,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,5.70E+17,2/24/2015 10:25
negative,united,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",5.70E+17,2/24/2015 10:19
negative,united,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,5.70E+17,2/24/2015 10:19
negative,united,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",5.70E+17,2/24/2015 10:18
negative,united,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",5.70E+17,2/24/2015 10:16
neutral,united,@united that's right- with an overnight Miami.,5.70E+17,2/24/2015 10:14
neutral,united,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,5.70E+17,2/24/2015 10:14
neutral,united,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",5.70E+17,2/24/2015 10:14
neutral,united,@united i DMed you the details,5.70E+17,2/24/2015 10:12
negative,united,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",5.70E+17,2/24/2015 10:11
neutral,united,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",5.70E+17,2/24/2015 10:09
positive,united,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",5.70E+17,2/24/2015 10:06
negative,united,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,5.70E+17,2/24/2015 10:06
negative,united,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,5.70E+17,2/24/2015 10:05
negative,united,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,5.70E+17,2/24/2015 10:00
neutral,united,@united thanks again for your concern. I will contact customer care upon our return from Australia.,5.70E+17,2/24/2015 10:00
negative,united,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,5.70E+17,2/24/2015 9:54
positive,united,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",5.70E+17,2/24/2015 9:50
negative,united,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",5.70E+17,2/24/2015 9:44
negative,united,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,5.70E+17,2/24/2015 9:42
negative,united,@united When will email address/username sign-on be available? It's been a while.,5.70E+17,2/24/2015 9:41
positive,united,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,5.70E+17,2/24/2015 9:39
negative,united,@united rude rude,5.70E+17,2/24/2015 9:37
negative,united,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,5.70E+17,2/24/2015 9:36
negative,united,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,5.70E+17,2/24/2015 9:34
negative,united,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,5.70E+17,2/24/2015 9:32
negative,united,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,5.70E+17,2/24/2015 9:32
negative,united,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,5.70E+17,2/24/2015 9:32
negative,united,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,5.70E+17,2/24/2015 9:24
negative,united,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,5.70E+17,2/24/2015 9:22
neutral,united,@united 6533 ORD to DCA,5.70E+17,2/24/2015 9:21
negative,united,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",5.70E+17,2/24/2015 9:19
negative,united,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,5.70E+17,2/24/2015 9:19
negative,united,@united I will not be flying you again,5.70E+17,2/24/2015 9:19
negative,united,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",5.70E+17,2/24/2015 9:18
neutral,united,"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",5.70E+17,2/24/2015 9:17
neutral,united,@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?,5.70E+17,2/24/2015 9:17
positive,united,@united I flew United last month and the experience was AWESOME!,5.70E+17,2/24/2015 9:16
negative,united,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,5.70E+17,2/24/2015 9:15
negative,united,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",5.70E+17,2/24/2015 9:15
negative,united,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,5.70E+17,2/24/2015 9:14
negative,united,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,5.70E+17,2/24/2015 9:09
negative,united,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,5.70E+17,2/24/2015 9:08
negative,united,"@united as a 1k, I'm always hoping for improvement.",5.70E+17,2/24/2015 9:08
negative,united,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,5.70E+17,2/24/2015 9:04
negative,united,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,5.70E+17,2/24/2015 8:54
negative,united,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,5.70E+17,2/24/2015 8:54
negative,united,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,5.70E+17,2/24/2015 8:50
positive,united,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",5.70E+17,2/24/2015 8:49
neutral,united,@united the os isn't controlled by me but rather @VerizonWireless .  App is new.,5.70E+17,2/24/2015 8:47
negative,united,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!",5.70E+17,2/24/2015 8:42
negative,united,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,5.70E+17,2/24/2015 8:36
negative,united,@united What is your phone number. I can't find who to call about a flight reservation.,5.70E+17,2/24/2015 8:34
negative,united,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",5.70E+17,2/24/2015 8:33
negative,united,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",5.70E+17,2/24/2015 8:33
negative,united,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,5.70E+17,2/24/2015 8:31
negative,united,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,5.70E+17,2/24/2015 8:31
positive,united,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,5.70E+17,2/24/2015 8:29
neutral,united,@united It was last night's 1235/ORD-LGA.,5.70E+17,2/24/2015 8:29
positive,united,@united thx for update,5.70E+17,2/24/2015 8:27
neutral,united,@united thank you !,5.70E+17,2/24/2015 8:26
neutral,united,@united dm these nuts,5.70E+17,2/24/2015 8:22
negative,united,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,5.70E+17,2/24/2015 8:22
negative,united,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),5.70E+17,2/24/2015 8:22
negative,united,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,5.70E+17,2/24/2015 8:10
negative,united,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,5.70E+17,2/24/2015 8:04
positive,united,@united despite my bag not making it to Newark good informative email tracking updates help!,5.70E+17,2/24/2015 8:04
negative,united,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,5.70E+17,2/24/2015 8:03
negative,united,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,5.70E+17,2/24/2015 8:01
negative,united,@united crashed trying to check in.,5.70E+17,2/24/2015 7:58
positive,united,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",5.70E+17,2/24/2015 7:58
neutral,united,@united thanks for the info I already knew...,5.70E+17,2/24/2015 7:53
neutral,united,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,5.70E+17,2/24/2015 7:52
negative,united,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,5.70E+17,2/24/2015 7:52
neutral,united,@united Thank you.,5.70E+17,2/24/2015 7:51
negative,united,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam,5.70E+17,2/24/2015 7:49
neutral,united,@united is there an email address I can reach? Too long for a DM.,5.70E+17,2/24/2015 7:44
negative,united,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,5.70E+17,2/24/2015 7:43
negative,united,@united ua1673 still waiting! Supposed to depart 9:08,5.70E+17,2/24/2015 7:42
negative,united,@united it was credit from my last trip that never came in the mail!,5.70E+17,2/24/2015 7:41
negative,united,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,5.70E+17,2/24/2015 7:40
negative,united,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,5.70E+17,2/24/2015 7:36
negative,united,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,5.70E+17,2/24/2015 7:35
negative,united,@united how do I get my account number if your website says email is unavailable?,5.70E+17,2/24/2015 7:31
neutral,united,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,5.70E+17,2/24/2015 7:26
negative,united,"@united I received 1 bag last night, I am still missing the other one.",5.70E+17,2/24/2015 7:20
negative,united,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",5.70E+17,2/24/2015 7:13
neutral,united,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5,5.70E+17,2/24/2015 7:09
